client_id,Variation
3961269,Test
3961504,NA
3961852,Control
3961862,Control
3961904,Control
3962151,Control
3962588,Control
3962861,Control
3962932,Test
3963163,NA
3963528,Control
3963721,Control
3963760,NA
3963765,Test
3963779,Test
3964454,Test
3964465,Control
3964671,Test
3965240,NA
3965253,Test
3965319,NA
3965494,Control
3965512,NA
3965562,Control
3965600,Test
3965651,Test
3965805,NA
3965920,NA
3965955,Control
3966046,Control
3966114,NA
3966226,Control
3966228,Test
3966303,Control
3966408,Control
3966534,Test
3966671,Test
3966673,NA
3966756,Test
3967029,Control
3967203,NA
3967220,Test
3967304,NA
3967891,Control
3967937,NA
3968117,Test
3968196,NA
3968370,Control
3968514,Control
3968834,Control
3968836,Test
3969151,Control
3969166,NA
3969217,NA
3969334,NA
3969475,Control
3969539,Test
3969597,NA
3969814,Control
3970048,Test
3970184,Control
3970472,NA
3970507,NA
3970537,NA
3971071,Control
3971084,NA
3971130,Control
3971187,Test
3971315,Test
3971370,Test
3971478,Test
3971621,Test
3971814,Test
3972038,NA
3972084,Test
3972286,NA
3972404,Test
3972436,Control
3972437,Control
3972647,Control
3972702,NA
3972782,Test
3972784,Test
3972928,NA
3972966,NA
3973242,Control
3973322,Control
3973333,NA
3973543,Test
3973582,Test
3973715,Test
3973856,Control
3973890,NA
3973908,Control
3973916,NA
3974131,Test
3974144,Control
3974297,Test
3974337,Control
3974340,NA
3974422,Test
3974642,NA
3974644,Control
3974768,NA
3974948,Test
3974967,Test
3975000,Control
3975091,Control
3975108,Test
3975369,Test
3975699,Control
3975934,NA
3976013,Test
3976151,Control
3976337,Test
3976933,Control
3976961,NA
3977195,Test
3977247,NA
3977429,Test
3977457,Control
3977608,NA
3977654,Control
3977915,Test
3977941,Control
3978079,NA
3978257,NA
3978389,NA
3978406,NA
3978474,Test
3978711,NA
3978758,Control
3979107,Control
3979144,Test
3979160,Control
3979168,Control
3979590,Control
3979656,Test
3979790,Test
3979895,NA
3979917,Control
3979918,NA
3979960,Control
3979991,Control
3980251,Control
3980307,Test
3980394,Control
3980404,NA
3980473,Test
3980478,Control
3980625,Test
3980961,Test
3981052,NA
3981232,NA
3981470,Control
3981655,Test
3981677,Test
3981823,Test
3982378,NA
3982441,NA
3982446,NA
3982524,NA
3982600,Control
3982648,Test
3983001,Control
3983119,Control
3983136,NA
3983191,Control
3983280,Control
3983321,Control
3983350,Test
3983357,Test
3983430,Control
3983999,Control
3984014,Control
3984239,Test
3984325,Test
3984491,Control
3984566,Control
3984593,Control
3984596,Test
3984694,NA
3985654,Control
3985779,Control
3985863,Test
3985909,NA
3986211,Test
3986370,Test
3986443,NA
3986551,Test
3986696,Test
3986713,Test
3986763,Control
3986891,Test
3986993,NA
3987031,Control
3987115,Test
3987156,NA
3987410,Test
3987522,Control
3987586,NA
3987590,Test
3987597,Control
3987770,NA
3987868,Test
3988073,NA
3988134,Control
3988333,Test
3988356,Control
3988369,NA
3988709,Control
3988710,Test
3988867,NA
3988911,Test
3988928,NA
3989454,Test
3989683,Control
3989734,NA
3989766,Control
3990106,Control
3990290,Test
3990333,Test
3990344,Control
3990506,NA
3990599,Test
3990788,NA
3991063,Control
3991263,NA
3991637,NA
3991845,Control
3991847,Control
3991922,Control
3992405,Control
3992466,NA
3992603,NA
3992664,NA
3992683,Test
3992747,NA
3992853,Test
3992880,Control
3992883,Control
3993117,Control
3993204,Test
3993300,Control
3993467,Test
3993530,Test
3993596,NA
3993881,NA
3993886,Test
3993895,NA
3994008,Control
3994136,Control
3994437,Control
3994533,Control
3994586,Test
3994773,Control
3995138,NA
3995329,NA
3995353,NA
3995477,Control
3995589,Test
3995669,NA
3995731,NA
3995877,Test
3996173,Test
3996280,Control
3996290,Control
3996455,Test
3996598,Control
3996868,Control
3996999,NA
3997077,NA
3997203,Test
3997215,NA
3997370,NA
3997439,NA
3997514,Control
3997533,Control
3997595,NA
3998405,Test
3998460,NA
3998871,Test
3998906,Test
3998952,Test
3998980,NA
3999004,Control
3999026,Test
3999557,Test
3999559,Test
3999608,Control
3999713,Control
4000356,Control
4000371,Control
4000443,Control
4000639,Control
4000658,NA
4000721,Test
4000812,NA
4001101,Control
4001267,Test
4001320,NA
4001333,Test
4001714,NA
4001810,NA
4002010,NA
4002069,Control
4002298,NA
4002466,Test
4002725,Control
4002905,Test
4003122,Control
4003301,NA
4003311,Control
4003363,Test
4003380,Test
4003416,Test
4003546,NA
4003764,Control
4003786,Test
4004030,Control
4004140,NA
4004319,Test
4004950,Test
4005162,Test
4005175,Control
4005341,Test
4005695,Test
4005943,Control
4006026,NA
4006121,Control
4006187,Test
4006246,Test
4006328,Test
4006336,Test
4006342,Test
4006570,NA
4006610,NA
4006675,NA
4006677,NA
4006775,Test
4006928,NA
4006955,Test
4007083,Control
4007275,NA
4007337,Test
4007411,NA
4007521,NA
4007571,Test
4007948,Test
4008010,Control
4008076,Control
4008126,Control
4008202,NA
4008356,NA
4008427,Control
4008625,Control
4008787,Test
4008835,Test
4008847,Test
4008901,Control
4009035,Test
4009190,Test
4009335,Test
4009468,Test
4009531,Test
4009584,Control
4009910,Test
4009960,NA
4010022,NA
4010229,Test
4010271,Test
4010395,Control
4010414,NA
4010608,Test
4010670,Test
4010800,NA
4010831,NA
4010832,Control
4010843,Control
4010961,Control
4011032,Test
4011125,Test
4011169,NA
4011311,Test
4011664,NA
4012025,NA
4012121,Test
4012328,Test
4012395,NA
4012414,NA
4012869,Control
4012877,NA
4013415,Control
4013546,NA
4013637,Test
4013780,Test
4013884,Test
4014197,Test
4014201,Test
4014435,Control
4014467,NA
4014679,NA
4014787,Control
4014888,Control
4015014,Control
4015283,NA
4015337,Control
4015407,Test
4015423,Test
4015484,Control
4015553,Test
4015554,Control
4015773,NA
4015993,Test
4015999,NA
4016160,Test
4016218,Control
4016272,Control
4016335,NA
4016449,NA
4016560,NA
4016575,Control
4016595,Control
4016670,Control
4016886,Control
4017297,Control
4017302,Test
4017497,Control
4017767,NA
4017786,Test
4017804,NA
4018288,Test
4018364,Test
4018556,NA
4018750,Test
4018893,Control
4018966,Control
4019282,NA
4019292,Control
4019355,Control
4019770,NA
4020253,NA
4020274,Test
4020279,NA
4020437,NA
4020479,Test
4020546,Test
4020597,NA
4020609,NA
4020782,Test
4020788,Control
4020910,NA
4021585,Control
4021663,Control
4021908,Test
4021911,Test
4022071,Test
4022403,Test
4022550,Test
4022592,Test
4023213,NA
4023351,Test
4023444,NA
4023574,Control
4023749,Control
4023788,NA
4023916,Control
4023943,Control
4023983,Control
4024034,Control
4024129,Test
4024471,Control
4024649,NA
4025125,Control
4025190,NA
4025195,Control
4025387,Control
4025570,Test
4026126,Control
4026139,Control
4026198,Test
4026200,Test
4026567,Test
4026632,Test
4026738,NA
4026832,Control
4026845,Test
4026959,NA
4027064,Control
4027294,Test
4027346,Test
4027432,Control
4027434,NA
4027459,Test
4027554,Control
4027817,NA
4027835,NA
4027903,Test
4028151,Test
4028292,Control
4028331,Test
4028383,NA
4028430,Control
4028636,NA
4028644,Control
4028896,Control
4029048,Control
4029062,Control
4029076,NA
4029128,NA
4029177,Test
4029392,NA
4029417,Control
4029638,NA
4029961,Control
4030138,Test
4030174,NA
4030233,Test
4030266,Test
4030414,NA
4030583,NA
4030724,Test
4031135,Test
4031173,Test
4031366,NA
4031392,Control
4031474,NA
4031585,Test
4031845,Control
4031933,NA
4031982,Control
4032058,Control
4032180,Control
4032327,NA
4032377,NA
4032421,Test
4032483,Test
4032636,Control
4032817,Test
4033030,NA
4033061,Control
4033437,Test
4033851,Control
4034001,Test
4034134,Test
4034147,NA
4034386,Control
4034394,Control
4034407,Test
4034495,Test
4034516,Control
4034714,Control
4034756,Test
4034949,Test
4035115,Test
4035134,Test
4035305,Control
4035366,Control
4035739,Control
4035754,Test
4035879,Test
4035907,Test
4035951,Control
4036022,NA
4036051,Control
4036239,Control
4036345,Control
4036374,Control
4036533,NA
4036648,Control
4036686,Test
4036764,NA
4036802,Test
4036854,NA
4036960,Test
4036982,Test
4037065,Test
4037586,Test
4037815,NA
4037890,NA
4038025,Control
4038026,Test
4038204,NA
4038383,Test
4038734,NA
4039121,Test
4039395,NA
4039397,Control
4039480,Control
4039491,NA
4039539,Control
4039696,NA
4039703,Test
4039740,Test
4039802,NA
4040468,Test
4040498,Test
4040609,Control
4040645,NA
4040765,Test
4041169,NA
4041280,NA
4041675,NA
4041751,Test
4042089,Control
4042144,Test
4042374,Test
4042402,Test
4042429,NA
4042433,Control
4042637,NA
4042650,NA
4042775,Control
4043025,Test
4043026,NA
4043033,Test
4043123,Control
4043285,Test
4043355,Control
4043427,Control
4043662,Control
4043994,Control
4044195,Control
4044316,Test
4044347,Control
4044372,Test
4044761,NA
4044837,Test
4044894,Test
4044961,Control
4045017,Control
4045265,Control
4045441,NA
4045514,Test
4045580,Test
4046178,Test
4046252,NA
4046286,NA
4046358,Test
4046428,Control
4046490,Control
4046775,Test
4046902,NA
4046939,NA
4047283,NA
4048382,Test
4048642,Test
4048734,Test
4048904,Control
4048916,Control
4048954,Control
4049405,NA
4049408,NA
4049653,Test
4049668,Control
4049963,NA
4050071,Control
4050302,Test
4050414,NA
4050562,NA
4050608,Test
4050627,Test
4050816,NA
4051239,Test
4051272,Control
4051496,NA
4051674,NA
4051804,Control
4051828,NA
4051889,Test
4052085,NA
4052168,Test
4052287,Control
4052523,Test
4052800,Control
4052809,NA
4053116,Test
4053170,Control
4053273,Control
4053606,Control
4053669,Test
4053741,NA
4053786,Test
4053808,Test
4054039,Control
4054093,NA
4054099,NA
4054301,NA
4054320,Test
4054439,Test
4054527,Test
4054538,Control
4054789,NA
4054823,NA
4054828,Control
4054841,Test
4054879,Test
4054923,NA
4054930,NA
4054953,Control
4055095,Control
4055142,Control
4055191,Test
4055202,Control
4055294,NA
4055364,Test
4055438,NA
4055484,Control
4055531,NA
4055560,Control
4055639,NA
4055654,Control
4055655,NA
4055697,Control
4055781,Test
4055905,NA
4055969,Control
4055971,Test
4056116,Test
4056123,Test
4056698,Test
4056755,Test
4056772,Test
4056801,Test
4056834,Test
4057075,Test
4057120,Test
4057254,NA
4057296,Control
4057461,Test
4057938,NA
4058168,Control
4058187,Control
4058202,NA
4058378,NA
4058434,NA
4058574,NA
4058793,Control
4058807,Test
4058896,NA
4058987,NA
4059081,Test
4059114,Test
4059220,Control
4059279,Control
4059442,NA
4059496,Test
4059559,NA
4059611,Control
4059624,Test
4059744,Test
4059792,NA
4059897,Control
4060120,Control
4060286,Control
4060334,Control
4060503,Test
4060581,Test
4060682,NA
4060775,Test
4060788,NA
4060801,Control
4060998,Control
4061008,NA
4061038,Test
4061104,Test
4061217,Test
4061320,NA
4061506,Control
4061641,Test
4061878,Test
4061908,Test
4061962,Test
4061978,Control
4062070,NA
4062362,NA
4062485,NA
4062529,Test
4062570,Test
4062578,NA
4062741,Test
4062868,Test
4063057,Test
4063257,Control
4063405,Control
4063413,Test
4063626,Control
4063853,Control
4063880,Test
4064024,Test
4064116,NA
4064154,NA
4064411,NA
4064505,Test
4064683,Control
4064940,NA
4064969,Control
4065016,Test
4065052,Test
4065099,Test
4065760,Test
4065831,Control
4065953,NA
4065981,NA
4066194,Test
4066207,Test
4066280,NA
4066551,Control
4066643,Control
4066789,Test
4066795,Control
4066835,Control
4066934,Test
4067275,NA
4067631,Control
4067691,Test
4067931,NA
4068000,NA
4068002,Control
4068410,Control
4068771,Test
4069058,Control
4069070,Control
4069169,Test
4069267,Control
4069319,Control
4069324,Control
4069336,Test
4069427,Test
4069568,Control
4069580,Test
4069934,NA
4069950,Test
4069973,NA
4070311,Control
4070381,Control
4070558,Test
4070629,Test
4070645,Test
4070732,Test
4070915,Test
4071184,Control
4071213,NA
4071423,Control
4071459,Control
4071492,Control
4071532,Test
4071575,Test
4071963,Control
4071978,Control
4072010,Control
4072319,Control
4072410,Control
4072704,NA
4072816,NA
4072973,Test
4073402,Test
4073412,Control
4073518,Test
4073560,Control
4073781,NA
4074141,Test
4074198,Control
4074233,Test
4074277,NA
4074599,Test
4074779,Test
4074905,Control
4075251,Test
4075274,Test
4075374,Test
4075598,Test
4075614,Test
4075696,NA
4075714,Test
4075792,Control
4075812,NA
4075832,Test
4076076,Control
4076427,Control
4076848,Control
4077074,Test
4077197,Test
4077507,NA
4077516,Test
4078671,Test
4079224,Test
4079273,Test
4079311,Test
4079351,Control
4079367,Control
4079476,NA
4079649,Control
4079737,NA
4079997,Control
4080006,NA
4080024,Control
4080079,Control
4080093,Test
4080119,NA
4080376,Test
4080610,NA
4080642,Control
4080779,Control
4080806,Control
4081122,Test
4081136,Control
4081355,Test
4081642,Control
4081712,NA
4082227,Control
4082452,Control
4082474,Test
4082500,NA
4082632,Test
4082920,Control
4082958,NA
4082961,NA
4083216,Test
4083243,Test
4083351,NA
4083454,NA
4083477,Control
4083799,Test
4083801,Control
4083986,Test
4084333,Control
4084352,NA
4084575,Control
4084703,Test
4084839,Test
4085154,Test
4085199,Test
4085238,Control
4085239,NA
4085446,NA
4085599,Control
4085994,Control
4086018,NA
4086061,Test
4086329,NA
4086443,NA
4086452,Control
4086473,NA
4086613,Test
4087259,Control
4087305,NA
4087635,Test
4087696,Test
4087981,Control
4088218,NA
4088251,Control
4088467,Test
4088681,Test
4089005,Control
4089083,Control
4089089,Control
4089185,Test
4089272,NA
4089647,Control
4089762,NA
4089994,Test
4090058,Control
4090201,NA
4090225,Control
4090544,Test
4090580,NA
4090794,Control
4090924,NA
4090961,Test
4091136,Test
4091619,Control
4091772,Test
4092262,Control
4092432,NA
4092629,Test
4093080,NA
4093095,Test
4093610,NA
4093635,NA
4093816,NA
4094074,Control
4094092,Control
4094154,Control
4094294,NA
4094322,NA
4094463,Test
4094805,Test
4094897,Control
4095211,Test
4095656,NA
4095697,Test
4096272,Control
4096463,NA
4096581,Control
4096660,Control
4097289,Test
4097339,Test
4097570,Test
4097842,Control
4097955,NA
4097959,Test
4097966,Control
4098071,Test
4098097,Test
4098272,Test
4098282,Control
4098436,NA
4098497,NA
4098525,Test
4098644,NA
4098855,Control
4098881,Test
4098943,Test
4098999,Control
4099097,NA
4099147,Test
4099305,NA
4099573,Control
4099580,Control
4099602,Control
4099829,Control
4100037,NA
4100161,Test
4100291,Test
4100506,Control
4100642,Test
4100825,NA
4100859,Test
4100887,Control
4101005,Control
4101033,Control
4101565,NA
4101739,Test
4101801,NA
4101888,Test
4101897,NA
4101933,Test
4102060,Test
4102238,Test
4102473,Control
4102668,Test
4102723,Control
4102857,NA
4103488,NA
4103512,Control
4103576,Test
4103750,NA
4103879,Test
4104089,Test
4104125,Test
4104199,NA
4104207,Test
4104344,NA
4104349,Test
4104396,Control
4104463,Test
4104497,Test
4104507,NA
4104755,Test
4105116,Test
4105118,Test
4105263,Test
4105580,NA
4105704,Test
4105796,NA
4105875,Control
4106003,NA
4106010,Control
4106072,NA
4106216,Test
4106308,Control
4106356,Control
4106367,Control
4106495,NA
4106730,Test
4106857,Test
4107065,NA
4107185,Test
4107255,Control
4107591,Control
4107645,NA
4107723,Test
4107762,Test
4107864,NA
4107878,NA
4107899,NA
4108261,Test
4108295,Test
4108730,NA
4108799,Control
4108854,NA
4108987,NA
4109046,NA
4109322,NA
4109359,Control
4109719,Test
4109815,Test
4109861,Test
4110011,Control
4110049,NA
4110312,Test
4110494,Test
4110552,Test
4111144,Test
4111496,Test
4111592,NA
4111764,NA
4111814,Control
4112213,Control
4112248,Control
4112456,Test
4112474,Control
4112547,NA
4112563,Test
4112892,NA
4113140,Test
4113295,NA
4113394,NA
4113740,Control
4114037,Control
4114254,NA
4114730,Test
4114966,NA
4115450,Test
4115478,Control
4115540,Control
4115669,NA
4115939,Control
4116051,Control
4116317,NA
4116392,Test
4116628,Test
4116719,Test
4116773,Control
4116837,Test
4117219,Control
4117315,Test
4117506,Control
4117569,NA
4117725,NA
4117739,NA
4117759,NA
4117938,Control
4118034,Test
4118156,Test
4118208,NA
4118402,Test
4118433,NA
4118627,Test
4118752,Test
4118789,Control
4119066,NA
4119087,Control
4119453,Control
4119555,NA
4119789,Test
4119895,Test
4119989,Control
4120229,Test
4120299,Test
4120456,Control
4120526,Test
4120561,NA
4120604,Test
4120744,NA
4121001,Test
4121100,Control
4121121,Test
4121144,NA
4121411,NA
4121467,Test
4121468,NA
4121523,NA
4121606,Test
4121658,NA
4121995,NA
4122000,NA
4122250,NA
4122278,Control
4122372,Control
4122408,NA
4122475,Test
4122503,Control
4122600,Test
4122618,NA
4122934,Control
4123026,Test
4123056,NA
4123058,NA
4123096,NA
4123242,Control
4123326,Test
4123542,Control
4123651,Control
4123816,Control
4124100,Test
4124205,Test
4124574,NA
4124913,Control
4124925,Control
4124935,Control
4125085,Test
4125670,Test
4125715,NA
4125958,NA
4126080,NA
4126206,Test
4126428,NA
4126756,Control
4126924,Control
4127282,Test
4127322,NA
4127440,NA
4127490,NA
4127511,NA
4127532,NA
4127597,Test
4127622,NA
4127833,NA
4128254,NA
4128373,NA
4128771,Test
4128849,NA
4129067,NA
4129281,Test
4129506,Control
4129537,Test
4129580,NA
4129661,NA
4129662,Test
4129913,Control
4129973,Test
4130166,Test
4130172,Test
4130347,Control
4130407,Control
4130408,Test
4130440,NA
4130851,NA
4131094,NA
4131648,Control
4132060,Test
4132062,Control
4132121,NA
4132450,Test
4132556,Test
4133248,NA
4133405,Control
4133463,Test
4133509,Control
4133510,NA
4134088,Test
4134354,Test
4134457,NA
4134661,Test
4134674,Control
4134775,Test
4134918,NA
4135136,Control
4135204,Control
4135465,NA
4135603,Control
4135604,Control
4135771,Test
4135827,NA
4135832,Test
4135968,NA
4136161,Control
4136252,NA
4136256,NA
4136269,Control
4136411,NA
4136796,NA
4137311,Control
4137437,Test
4137467,NA
4137479,Control
4137841,Test
4137856,Test
4137918,Test
4137955,Control
4138042,Control
4138511,Control
4138774,Test
4138843,Control
4138874,NA
4138900,Control
4139086,Test
4139090,NA
4139445,Control
4139496,Test
4139600,Test
4139631,Control
4139697,Test
4139873,NA
4139977,Test
4140276,Control
4140481,NA
4140577,Control
4140751,Test
4140768,NA
4140940,NA
4141315,NA
4141484,Control
4141574,NA
4141660,Test
4141865,Test
4141937,Control
4142015,Test
4142051,Test
4142199,Test
4142389,Control
4142755,Test
4142763,Test
4143163,Test
4143292,Control
4143462,Control
4143564,Control
4144091,Test
4144892,Test
4145296,Test
4145746,Test
4145904,Control
4146391,NA
4146433,Test
4146544,NA
4146711,NA
4147030,Test
4147280,Control
4147306,NA
4147935,Test
4147941,Control
4147986,NA
4148066,Test
4148135,Test
4148262,NA
4148488,Test
4148564,Test
4148568,Test
4148850,NA
4149206,Control
4149505,Test
4149676,NA
4149721,Control
4149810,Control
4149922,Test
4150086,NA
4150276,NA
4150418,Control
4150465,NA
4150493,Control
4150550,NA
4150697,NA
4150996,Test
4151006,NA
4151276,NA
4151322,Control
4151424,Control
4151497,Test
4151874,Control
4151905,NA
4152086,NA
4152089,Control
4152139,Test
4152438,NA
4152464,Test
4152488,Control
4152566,NA
4152738,Control
4152899,Test
4153198,Test
4153349,NA
4153564,Test
4153899,NA
4153906,NA
4153919,Test
4153931,Control
4154215,Test
4154463,NA
4155073,Test
4155300,Control
4155707,Test
4155983,Control
4155989,Control
4156023,Control
4156300,NA
4156324,Control
4156583,NA
4156588,NA
4156608,Test
4156655,Test
4156918,NA
4157037,Control
4157395,NA
4157430,NA
4157865,NA
4157945,Control
4158404,Control
4158625,Test
4158882,NA
4158999,Test
4159174,Control
4159208,Control
4159288,Test
4159523,Control
4159731,Control
4159810,NA
4160074,Test
4160078,Test
4160315,Control
4160440,Control
4160665,Test
4160742,Test
4160955,Control
4161643,Test
4161696,Test
4161741,Test
4162111,Test
4162195,NA
4162465,Test
4162600,Control
4162726,Control
4163171,NA
4163260,Control
4163322,NA
4163739,Test
4163888,NA
4163891,Test
4163905,NA
4164130,NA
4164250,NA
4164346,Control
4164359,Control
4164474,Control
4164681,NA
4165012,Test
4165094,Control
4165138,Control
4165161,NA
4165370,Control
4165514,Control
4165590,NA
4165591,Test
4165625,Control
4166100,Control
4166246,NA
4166251,Control
4166548,Control
4166599,NA
4166610,NA
4166734,Control
4166740,Test
4166764,Control
4166825,Test
4166929,Test
4167002,Test
4167522,NA
4167815,Test
4167905,Control
4168213,Control
4168408,Test
4168845,NA
4169017,Test
4169078,NA
4169696,Test
4169758,Test
4169955,Test
4170203,Control
4170232,Control
4170491,Control
4170615,Control
4171396,Control
4171611,NA
4171613,NA
4171726,NA
4171954,Control
4171962,NA
4172256,NA
4172387,Test
4172424,Control
4172429,NA
4172856,Control
4172892,Test
4172990,Test
4173360,NA
4173631,Test
4173645,Test
4173840,Control
4174109,Control
4174182,Test
4174312,Test
4174656,Control
4174659,Test
4174660,Control
4174800,Control
4174846,NA
4174880,Test
4174906,Control
4174914,NA
4175085,Control
4175200,Test
4175382,Test
4175549,NA
4175819,Test
4176118,Test
4176656,Test
4176672,NA
4176901,Test
4177005,NA
4177113,Test
4177134,NA
4177419,NA
4177659,Control
4177680,Control
4177841,Control
4177888,Control
4177925,NA
4177979,Control
4178297,NA
4178298,Test
4178617,Test
4178665,Control
4179100,Test
4179192,Test
4179251,Control
4179262,NA
4179288,Control
4179364,Control
4179404,NA
4179430,Test
4179485,NA
4179527,Test
4179838,NA
4179950,NA
4180058,Test
4180417,Test
4180525,NA
4180738,Control
4180811,NA
4180820,NA
4181099,NA
4181418,Test
4181438,NA
4181483,NA
4181643,NA
4181923,Test
4182085,NA
4182118,NA
4182207,Control
4182475,Test
4182582,NA
4182696,Test
4183014,NA
4183021,NA
4183139,NA
4183199,Test
4183213,Control
4183269,Control
4183698,NA
4183731,NA
4183857,NA
4184143,NA
4184752,NA
4184757,Test
4184831,Test
4184834,Test
4184921,Control
4185078,Test
4185089,Test
4185375,Test
4185381,NA
4185383,NA
4185410,NA
4185463,NA
4185499,NA
4185553,NA
4185646,NA
4185812,Control
4186429,Test
4186692,NA
4187030,Control
4187058,Test
4187113,Test
4187257,NA
4187286,NA
4187527,Control
4187697,NA
4188215,Control
4188504,NA
4188605,Test
4188694,Test
4188799,NA
4188858,NA
4189075,Test
4189082,NA
4189157,Test
4189206,Control
4189284,Control
4189490,NA
4189492,Control
4190250,Test
4190265,NA
4190314,Control
4190386,Test
4190442,Control
4190539,Control
4190859,Test
4191064,Control
4191331,NA
4191494,NA
4191804,Test
4192344,NA
4192470,NA
4192635,Test
4192640,Test
4192750,NA
4192940,Control
4193281,Control
4193444,NA
4193596,Test
4193650,Control
4193722,NA
4194127,Control
4194288,NA
4194308,NA
4194716,Control
4194797,NA
4194814,Test
4194896,Control
4195484,Control
4195507,NA
4195653,Control
4195684,Test
4195754,Test
4196018,Test
4196060,Control
4196066,NA
4196075,Test
4196081,NA
4196329,NA
4196675,NA
4197158,Control
4197166,NA
4197171,Control
4197208,Control
4197302,Test
4197604,Control
4197951,Test
4197996,NA
4198518,Control
4198690,Control
4198709,Test
4198745,Test
4198772,Test
4198807,Test
4199286,NA
4199359,Test
4199402,Control
4199417,NA
4199701,Test
4199750,Test
4200308,Control
4200468,NA
4200640,Test
4200777,NA
4201118,Control
4201280,NA
4201382,NA
4201434,Control
4201697,NA
4201753,Test
4202044,Control
4202217,NA
4202249,NA
4202376,Control
4202537,Control
4202730,Test
4202815,Test
4203023,Test
4203076,NA
4203125,NA
4203251,Test
4203290,Test
4203297,Control
4203585,Control
4203682,Test
4203907,Control
4204215,Test
4204284,NA
4204378,Control
4204704,Control
4204839,Control
4204881,Control
4204913,Test
4205329,Control
4205704,Test
4205714,Test
4206004,NA
4206029,NA
4206279,Control
4206280,NA
4206785,Control
4207065,Test
4207164,Test
4207484,Test
4208202,Control
4208340,Test
4208578,Test
4208941,NA
4209132,Test
4209246,Test
4209435,NA
4209572,Test
4209639,Test
4210011,Test
4210055,NA
4210095,Test
4210170,Control
4210208,NA
4210290,Control
4210655,Test
4210692,NA
4210824,Test
4210850,Test
4210939,NA
4210993,NA
4211028,Control
4211128,Test
4211489,Test
4211505,Control
4211602,NA
4211787,NA
4212467,NA
4212517,NA
4212800,NA
4212950,Test
4213081,Test
4213403,NA
4213460,Test
4213527,NA
4213595,Test
4213724,Control
4213745,Control
4213800,Control
4213972,Test
4214229,NA
4214251,NA
4214427,Test
4214438,Control
4214485,Test
4214571,NA
4214633,Test
4214732,Test
4214883,Test
4214906,Test
4215317,Control
4215349,Test
4215432,NA
4215470,Test
4215519,Test
4216032,Test
4216331,Test
4216683,NA
4216690,Test
4216841,NA
4216855,Test
4216889,Test
4217056,Control
4217274,Test
4217313,Test
4217708,NA
4218036,NA
4218088,Control
4218167,Test
4218473,Test
4218519,NA
4218860,Control
4218977,Test
4219095,Test
4219119,Control
4219127,Control
4219130,NA
4219157,Test
4219207,Test
4219223,Control
4219295,NA
4219309,Control
4219430,NA
4219512,Test
4219577,Control
4219703,Test
4219831,Control
4219943,NA
4220347,Test
4220464,Test
4220565,Test
4220737,Control
4221044,NA
4221156,Test
4221338,Control
4221630,Test
4221631,NA
4221751,Control
4221756,NA
4221777,NA
4221851,Control
4222194,Control
4222205,Test
4222554,NA
4222945,Control
4222979,Control
4223094,Test
4223136,Test
4223520,Control
4223910,Control
4224360,Control
4224754,Test
4224761,Test
4224797,Test
4224816,Control
4224830,Control
4224941,Control
4225078,Control
4225354,Control
4225402,NA
4225609,NA
4226005,Test
4226013,NA
4226423,Test
4226475,NA
4226492,NA
4226585,Control
4226690,Test
4226705,NA
4227154,Control
4227164,NA
4227250,Test
4227359,Test
4227478,Test
4227725,Control
4227773,Test
4227946,Test
4227953,Control
4228010,Test
4228011,Control
4228267,Test
4228381,Test
4228483,NA
4228541,NA
4228858,Control
4229027,NA
4229407,Control
4229616,Test
4229623,Test
4229918,Test
4230200,Test
4230237,Test
4230407,NA
4230567,Test
4230687,Test
4230803,NA
4230817,Control
4230904,Test
4230949,Test
4231415,Test
4231428,Control
4231488,Test
4231609,Control
4231726,Control
4231750,NA
4231775,Test
4231797,NA
4231865,NA
4231887,Control
4231894,Control
4231940,NA
4231989,Test
4232218,Control
4232481,NA
4232506,NA
4232774,Test
4233001,Test
4233486,NA
4233509,Control
4233560,Test
4233575,NA
4233642,Control
4233685,NA
4233950,Control
4233988,NA
4234106,Test
4234272,Test
4234389,Test
4234626,NA
4234768,NA
4234977,Control
4235087,NA
4235118,Control
4235212,Control
4235408,NA
4235594,NA
4235619,Test
4235655,Control
4235679,NA
4235804,NA
4236090,NA
4236139,Control
4236324,Control
4236434,Control
4236442,Control
4236796,Control
4236961,Test
4236982,NA
4237084,Control
4237191,NA
4237204,Control
4237223,Control
4237267,NA
4237393,NA
4237425,NA
4237467,Control
4237578,Control
4237645,NA
4237729,Test
4237887,Control
4237903,Test
4237982,Control
4238007,Test
4238067,NA
4238081,Control
4238188,Test
4238196,Control
4238252,Control
4238512,Test
4238536,Control
4239236,Control
4239411,Control
4239436,Control
4239711,Control
4239835,Test
4239876,Control
4240194,Test
4240271,Test
4240438,Test
4240648,Test
4241013,NA
4241345,NA
4241668,NA
4242027,Test
4242250,Test
4242273,Test
4242329,NA
4242423,Test
4242638,Control
4242696,NA
4242740,NA
4242754,Control
4242794,Test
4242907,Control
4243285,Control
4243376,Test
4243421,Control
4243424,Test
4243487,Test
4243600,Control
4243629,Test
4243856,Control
4244035,Test
4244120,Test
4244178,Control
4244199,Control
4244266,Control
4244298,Test
4244348,Test
4244422,Test
4244465,Control
4244547,NA
4244718,NA
4244755,Control
4244794,Test
4244891,Test
4244962,NA
4245098,NA
4245137,Control
4245199,Test
4245389,Test
4245422,NA
4245543,Control
4245552,NA
4245790,Control
4245868,Test
4246408,NA
4246419,Control
4246574,NA
4246602,Test
4246765,Test
4246898,Control
